track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timesig,popularity,duration_ms,year_released
4sjtlPTqNNE381vW5HPQ9A,0.663,0.414,5,-12.432,0,0.036,0.829,3.07e-05,0.175,0.759,123.048,3,22,167666,1992
7w68AfSG7PL0oGcpzEcOiM,0.578,0.155,3,-15.676,1,0.0493,0.902,0.581,0.307,0.183,100.438,4,28,318266,1982
23jNwwtRqBSujsMT41gODf,0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,4,32,176480,1978
3oRXoS8tcEzps8IzdMzXZB,0.47,0.014,9,-32.685,0,0.0569,0.99,0.961,0.0745,0.151,106.582,4,23,300293,1999
2BTVL8ifb1uwan0Y34ZEgp,0.491,0.0257,0,-23.609,1,0.0567,0.989,0.719,0.394,0.102,107.337,4,8,331395,1957
26p6GNIQfv9koDVD4rTouu,0.53,0.26,5,-12.218,1,0.0357,0.673,1.2e-05,0.116,0.805,117.861,4,49,149426,1963
4IHEsg1VgH9dZE4QswwhaE,0.305,0.0208,2,-28.031,0,0.0431,0.994,0.961,0.0884,0.0795,82.955,4,37,290000,1966
3NcJu9876GBJuNU6vJOrbb,0.626,0.312,6,-9.246,1,0.0332,0.895,2.94e-06,0.181,0.298,98.708,3,53,152106,1967
4oJImtbZM9WrIEN5OjzYa4,0.288,0.478,0,-13.942,1,0.037,0.344,0.0119,0.0644,0.526,150.129,4,40,339000,1968
1Y5YesFGgIlV7SnfE13G8k,0.515,0.205,7,-17.959,0,0.0369,0.871,0.0339,0.147,0.452,80.97,4,2,325611,1990
4IIxBK0L8uj7viwxhmuSc4,0.507,0.726,5,-11.719,0,0.0375,0.886,0.341,0.154,0.751,127.825,4,45,318626,1973
5FWn20xrAQ1IdbA8Dml6pj,0.46,0.379,3,-12.862,1,0.0402,0.811,0.866,0.552,0.61,79.53,4,57,193573,1997
7uGeDI6nJEdUYMsMd7mQyl,0.51,0.544,5,-8.308,1,0.0282,0.776,0.0,0.144,0.598,110.197,4,49,207133,1966
211mkZYf9YaQhlev1Vze5F,0.788,0.533,3,-10.645,1,0.0467,0.644,0.00189,0.0646,0.629,134.644,4,54,183333,1997
3MpGQae6zAFd7Z1FdLV9fV,0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,3,59,168293,1958
7LjmOCCTbi0sIofmYzo9vK,0.406,0.131,10,-19.063,1,0.0298,0.834,0.0846,0.192,0.339,103.99,3,33,353600,1963
3O1aoJKgECakMKZJKMvnaN,0.451,0.736,5,-6.019,0,0.0662,0.424,0.000724,0.132,0.767,117.063,4,19,384746,1999
4Skc87uKf4cHqEYbnr56La,0.477,0.266,6,-17.102,1,0.0485,0.912,0.39,0.111,0.432,149.795,4,31,368000,1967
3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,78,180055,1962
3esK0w6IPlcvCa27sqUYeg,0.192,0.229,7,-13.828,1,0.0309,0.959,0.00146,0.0693,0.226,85.516,3,52,169600,1963
0w7mhiHnM0rhdu3l5mDDYl,0.412,0.0163,3,-22.851,1,0.0461,0.977,0.73,0.0793,0.149,161.772,3,45,297386,1960
1eqGYJJr2z2GXK1i0hD3BC,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,4,57,134560,1962
5mRF9wpnR4j6QnRXJCNgoO,0.439,0.153,0,-17.529,0,0.115,0.783,0.0,0.289,0.317,57.285,4,38,521200,1957
0SkEb2gTCQWMvQxMh6bc9j,0.462,0.33,11,-11.547,0,0.09,0.866,0.413,0.286,0.733,183.889,4,35,149066,1958
4c9u4ruTL1xWv2YcnS8AjN,0.521,0.00894,7,-24.142,1,0.0414,0.974,0.371,0.108,0.171,115.007,3,35,339533,1963
72cg4aDkmGG6jnUhlRtGHc,0.567,0.395,4,-13.536,1,0.151,0.757,0.0,0.234,0.352,85.353,4,39,463913,1982
7J5tyfg3OYVNR97KH66ovw,0.774,0.247,2,-21.657,1,0.0779,0.786,0.0186,0.116,0.803,143.955,4,54,229800,1972
2Qhvi6R73Zj3cpzRYzcAww,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,4,61,238733,1968
5F9IHYRRlU7qzTHO8dzTZb,0.447,0.117,8,-24.12,0,0.0371,0.913,0.903,0.113,0.085,117.814,3,30,308640,1961
3XvcgEkQfjasB5NnY8P4QA,0.177,0.622,5,-8.565,0,0.058,0.0253,3.55e-05,0.0419,0.431,204.322,3,38,398733,1963
4HL2XUimEYLv0KDxD3Xpqz,0.64,0.122,9,-22.617,1,0.0719,0.995,0.883,0.18,0.742,144.338,4,44,295066,1961
6N1ufH5NNP5yQaNF1fZwq9,0.548,0.211,9,-12.549,0,0.0521,0.784,0.0,0.271,0.514,104.944,3,37,178773,1960
48yzAxN1f0c8harPkLqXX9,0.594,0.261,2,-16.69,0,0.0409,0.843,0.451,0.0873,0.536,92.88,4,28,304066,1961
4HwIyWSY56mJ8HPjDoaj2d,0.29,0.357,5,-9.583,1,0.0285,0.573,0.0,0.286,0.401,97.186,4,19,196066,1999
1wl5b2lw3YagQtZiYZbQWP,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,4,57,193840,1951
59SSdTB2NR6gnVNAR5FOwQ,0.524,0.275,3,-9.71,1,0.027,0.747,0.000102,0.335,0.562,87.353,4,31,136360,1963
7vmC7JVs2lGtdaE3vg8aPp,0.511,0.0709,5,-17.138,1,0.0519,0.883,0.0,0.104,0.334,116.435,4,50,214826,1992
0T1EaGm6b9eM7xBf4F1hlc,0.467,0.459,0,-9.706,0,0.0305,0.719,0.00312,0.0944,0.178,124.379,4,49,477093,1965
1k7EdurqJZE7lTkOdVRl6X,0.376,0.0266,5,-25.292,1,0.0509,0.959,0.886,0.0981,0.236,63.957,4,25,205493,1958
0SxFyA4FqmEQqZVuAlg8lf,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,4,65,260666,1969
5FBf12F4ry9TXoZAvISu6F,0.483,0.364,9,-10.78,0,0.0265,0.564,0.299,0.0542,0.349,98.445,4,58,349906,1967
4Vyq3McGW0wr0sGLHYXys7,0.57,0.405,5,-9.523,0,0.0376,0.703,7.54e-06,0.0762,0.576,116.783,4,37,417693,1962
78MI7mu1LV1k4IA2HzKmHe,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,4,73,185160,1957
3AeIbfjydFf46N27feEFri,0.329,0.0317,5,-21.514,0,0.0441,0.972,0.939,0.147,0.267,75.844,4,39,246066,1959
4sr7y59fMZo3PRRqLasOBu,0.484,0.0402,1,-17.27,1,0.073,0.978,0.00211,0.104,0.139,72.87,4,11,277773,1998
5Q3oyJSyRyTixGXmUWnE1q,0.431,0.847,7,-5.567,1,0.0584,0.497,0.0423,0.0835,0.493,138.758,4,2,154360,1953
1hlikalamWYpdmg3OhfFJ1,0.505,0.577,7,-9.748,1,0.0342,0.366,0.436,0.0933,0.817,74.676,4,44,220546,1977
34zhjduFdQFhkRUJ230h9T,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,4,62,185586,1958
46uVLOWEjLvlSzWetFzQ7C,0.563,0.415,1,-13.755,1,0.0609,0.827,0.89,0.0427,0.908,183.857,4,27,187946,1987
1wl5b2lw3YagQtZiYZbQWP,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,4,57,193840,1951
7D0Vzk7rZ6ncTFZj3AqT84,0.741,0.572,9,-9.415,1,0.0456,0.957,0.707,0.107,0.96,112.832,4,45,158013,1970
0qfplf6E2npAu3MHmtaPNo,0.533,0.299,0,-15.89,1,0.035,0.988,0.92,0.132,0.699,85.25,4,10,195000,1952
3mc4nFeBX4hvuYbPsoS4GK,0.487,0.707,8,-7.775,1,0.0595,0.691,0.0,0.161,0.639,95.136,4,55,202066,1973
3LnZhwJ3TujVfIF4eCm0C5,0.557,0.408,1,-8.032,1,0.0596,0.863,0.000177,0.0738,0.497,155.004,4,21,180733,1941
4LbJFM4QRgvKoYU7nzj3Dx,0.362,0.411,8,-14.9,1,0.042,0.463,0.819,0.133,0.592,81.801,4,39,529600,1976
1dv7qhEynvPiZ2dAzrBLZX,0.378,0.372,5,-13.408,0,0.0746,0.759,0.00226,0.327,0.462,137.318,4,35,570346,1995
4PN5gbJNYWx9yQ6hJepPbG,0.644,0.157,7,-16.323,0,0.0407,0.991,0.92,0.101,0.448,82.251,4,42,252266,1994
3479939STf8aKddeiHtosd,0.544,0.519,1,-11.718,1,0.0331,0.0448,0.673,0.137,0.753,92.31,4,43,370866,1979
1tL5a9jowsWMtn3wkFYsG9,0.679,0.374,11,-10.565,0,0.0482,0.402,2.49e-05,0.0541,0.871,80.86,4,63,306800,1977
2ozEZjGMDxmBWNcnI1xYUU,0.164,0.142,10,-16.328,1,0.037,0.901,1.95e-05,0.192,0.0523,182.215,5,3,190653,1956
3d3aPk50dBMA2YbA7lC92r,0.64,0.23,8,-10.651,1,0.0624,0.965,5.36e-05,0.101,0.663,88.868,4,50,182400,1933
4BNhasx75KbS10jHq3VZTz,0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82.0,4,58,345506,1975
3uGAI0r6SNsWTl0oF7w2Bo,0.629,0.0948,2,-18.296,0,0.0333,0.947,0.464,0.103,0.246,98.524,4,14,160893,1987
73z20rpc2F1BMJUTbvHmTq,0.511,0.647,9,-11.652,0,0.0707,0.813,0.887,0.0916,0.398,106.282,3,31,259200,1954
7mNV6DQo3Pkvw305WQs9XV,0.578,0.254,5,-14.193,1,0.0276,0.798,0.966,0.0814,0.18,66.642,4,45,275226,1982
1wl5b2lw3YagQtZiYZbQWP,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,4,57,193840,1951
37vEa9sfgAqEZuqX8AX0Zk,0.517,0.108,0,-24.465,1,0.0479,0.852,0.881,0.124,0.206,79.512,4,48,349493,1961
484SnsU9yGBsaHh9byM0AU,0.592,0.0752,7,-24.32,0,0.0486,0.95,0.892,0.0952,0.421,116.961,4,31,152886,1954
45muf22QzSyKwsF4l3IcwJ,0.468,0.76,4,-7.304,0,0.0529,0.535,8.1e-06,0.0912,0.472,168.963,4,54,240920,1976
5U0iU76tVibBCbWnqd09hr,0.523,0.618,10,-11.699,0,0.141,0.513,0.18,0.714,0.569,105.666,4,1,561666,1953
5Qwm8Ghl2c3aYVRjPDUtuB,0.714,0.321,7,-6.925,1,0.101,0.987,0.568,0.16,0.652,125.689,4,30,196680,1970
6GzIxYLosb0IlS1bNtu0lO,0.417,0.53,7,-8.621,0,0.0392,0.82,0.484,0.201,0.894,167.953,4,33,183148,1952
29smitXJBJ4tXKxdHCn0HF,0.629,0.409,8,-8.945,1,0.124,0.542,9.84e-06,0.146,0.613,109.679,4,46,314573,1955
1PjMGBJldPIrXOg5AZPNLu,0.472,0.608,5,-8.229,0,0.0516,0.475,0.0,0.0739,0.829,110.407,4,25,404680,1963
3ru8IZrBxuFFHOFKEvvpFP,0.599,0.0424,4,-12.099,1,0.0572,0.996,0.00176,0.185,0.186,90.001,4,44,176133,1997
74EiaLmtaOlfKZYFkhHs6J,0.364,0.47,5,-13.051,0,0.073,0.687,0.00254,0.0849,0.486,86.9,4,30,342480,1960
7k3YrlUP1DxGe802jjuT1L,0.839,0.233,3,-13.539,1,0.0414,0.745,0.746,0.105,0.778,125.597,4,56,194293,1969
0EdYLCHThvtSmze7iEqlEN,0.52,0.165,6,-15.827,0,0.0429,0.958,0.904,0.226,0.115,113.999,4,48,295520,1971
2gNjmvuQiEd2z9SqyYi8HH,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,5,66,298133,1958
6OMPPnV6cttwJuuP7QU4Ez,0.729,0.275,7,-20.686,1,0.0373,0.692,0.452,0.0579,0.635,90.199,4,33,304813,1991
23IK8TF2MSiLnuEjaYPfVV,0.727,0.559,8,-10.194,1,0.0392,0.62,0.0114,0.0629,0.393,105.06,4,63,306560,1985
3FBHUgNaKpWvTn9ArrGFmH,0.36,0.63,5,-8.947,0,0.0446,0.388,0.0,0.35,0.653,89.307,3,32,361453,1965
41CHb7F7SXcmkj0h8wekeF,0.484,0.0823,7,-11.273,0,0.0364,0.98,2.47e-06,0.159,0.191,127.089,3,50,190800,1933
5YtcHwvM9O2BayUOsghqhO,0.502,0.536,8,-10.579,1,0.087,0.73,0.757,0.115,0.854,131.715,4,40,232493,1958
0EYRLGRgsgnKetAVziaaLT,0.731,0.179,5,-17.177,1,0.0634,0.912,0.00752,0.111,0.789,154.709,4,30,158426,1926
6CDQBADsdzJwc3qZ3OPDHH,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,4,59,290293,1957
2agvDL6NkQfEjGgMbfqQMi,0.639,0.519,5,-11.909,1,0.045,0.363,0.0216,0.117,0.799,111.507,4,31,287173,1997
6o5RbQYhmF4yRRw7ZArxGL,0.587,0.098,10,-15.196,0,0.0607,0.958,7e-06,0.114,0.288,71.523,4,53,224333,1956
2f8PfOTx1vH3iCVtPYOw47,0.726,0.506,5,-9.934,0,0.0351,0.537,2.13e-05,0.0725,0.703,126.176,4,36,415560,1997
5uo7ESg9eDTIN66FCSHqSj,0.493,0.456,0,-12.197,1,0.0511,0.987,0.945,0.0989,0.769,169.99,3,29,114293,1965
397fxHew7NyjryGWGr1Imy,0.59,0.438,6,-12.594,0,0.0508,0.292,0.00216,0.103,0.727,83.506,4,54,250866,1975
4cGYXOl7T3q7oLFj4loAUc,0.622,0.528,3,-9.654,1,0.0311,0.27,0.722,0.0851,0.384,116.282,4,46,253386,1969
1UH4viviUjZnS9aWgPGrk0,0.507,0.0779,0,-12.099,1,0.0544,0.866,0.00275,0.108,0.326,70.808,4,65,204400,1989
6oSm3mBWFxJHEnjE2IqhmA,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,4,58,205666,1959
4HkUx8zJPUEh9sSYjO0ki6,0.572,0.449,10,-7.531,1,0.038,0.984,0.0774,0.363,0.652,125.729,4,9,200840,1925
1wVqyP5MC3wJmOvEk9e6Ts,0.426,0.528,0,-10.634,1,0.0574,0.571,0.247,0.096,0.695,106.13,4,41,288666,1963
0qnfAVtzFPY0pOGYpTkZeY,0.808,0.417,9,-15.226,0,0.0316,0.103,0.0,0.0609,0.887,114.558,4,44,235333,1982
4ymHy4hzJ09WxvvT7p0Azy,0.575,0.0935,3,-15.906,1,0.0858,0.978,0.452,0.109,0.301,65.23,4,51,258040,1988
06ZRWjFN3GQeMjCR8KCJ3a,0.294,0.154,10,-13.874,1,0.036,0.974,0.157,0.0759,0.13,74.422,4,20,926360,1951
0OQ7Y74LoGnQ2HoCI9rZzN,0.566,0.0257,2,-18.728,0,0.0384,0.987,0.209,0.0859,0.285,54.131,4,7,222493,1988
00D9QmFumhg2J7xjic5E7o,0.269,0.351,11,-18.824,0,0.0403,0.122,0.872,0.082,0.51,109.002,4,24,293146,1968
03RHLun8Ni9yFjA7vNGOkY,0.699,0.776,10,-7.283,0,0.0436,0.445,0.654,0.0978,0.839,101.692,4,45,236466,1979
46BCpYx2ERUE5Rjk9dB1qh,0.446,0.15,8,-12.074,1,0.0324,0.897,0.63,0.126,0.0742,65.248,4,39,373413,1990
33gs26YqT64xS8BArIVgED,0.741,0.304,7,-16.695,1,0.0916,0.342,0.00682,0.0967,0.485,107.209,4,37,249266,1999
5Ig7DEh90IPEw02jUvRC5P,0.438,0.539,5,-9.444,1,0.0345,0.472,0.598,0.0682,0.696,171.281,3,33,236240,1998
0PDCewmZCp0P5s00bptcdd,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,4,73,171960,1975
1xicvSO4CJ2ymqYgpk7DFh,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,4,55,342066,1958
5WwRKYnVy9dekqXAGPbAvU,0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,4,63,375400,1979
73UXONNvcyKDlw27FC0E2B,0.568,0.543,0,-10.975,0,0.038,0.437,0.0133,0.107,0.544,124.001,4,34,603413,1971
13TQA1tvtVqUZ0xEJgnhbr,0.488,0.474,3,-17.043,1,0.369,0.852,0.0,0.936,0.482,95.971,4,1,239800,1997
11cHTwgw5L3qrNcv5Ugv0O,0.574,0.541,10,-12.369,0,0.0566,0.387,0.00183,0.301,0.679,129.335,4,40,298960,1959
1hVRTl4yhWmGW7ImZoO22e,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,3,57,258266,1960
4w7EnqiLksvE6rcuR8F8bn,0.653,0.368,10,-11.567,0,0.0439,0.875,0.00305,0.0972,0.249,117.161,4,47,524093,1999
2mq5UK1ta9OvqEJEFFIGvb,0.695,0.416,11,-14.191,1,0.0667,0.161,0.000193,0.0941,0.499,77.86,4,21,303400,1991
7DUGRxCf9NFJffb5Eei8Ar,0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,4,50,447560,1962
2rCIryTwfu7wzMmARsNVOr,0.468,0.518,5,-12.903,1,0.0339,0.44,0.0131,0.232,0.743,113.557,4,6,385466,1976
25H0Wd1ugPRXGM2LlpjVXM,0.402,0.0675,10,-19.553,0,0.03,0.735,0.0,0.0959,0.417,107.599,1,43,197426,1959
7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,72,279333,1973
0Jw3cPBXlGnA6DEJrZSTI0,0.551,0.722,5,-9.247,0,0.0529,0.571,0.000306,0.629,0.821,153.181,4,59,166589,1962
5Bw7Nf4mJAOQMtb2Ir9uJX,0.555,0.361,0,-12.223,1,0.0686,0.915,0.0,0.387,0.83,150.616,4,46,167266,1974
5HATyaQk0WDbEmKMZOByMv,0.441,0.5,0,-6.399,0,0.0387,0.576,0.106,0.197,0.536,82.84,4,33,172293,1936
3YhIfL4Q0eCiixZXRNGcFC,0.578,0.747,11,-11.651,1,0.173,0.178,0.00395,0.97,0.744,130.143,4,14,236666,1971
7kDPwGDjxDBONlPpkc1p77,0.628,0.439,9,-10.728,1,0.134,0.332,1.35e-05,0.0555,0.507,127.589,4,47,244973,1968
4Hq9Eml1phD8KMgbyHacLE,0.735,0.366,5,-14.939,1,0.0486,0.411,0.777,0.0838,0.598,86.653,4,37,400400,1995
0Hw6SCrtU9pFCjgAONpnGZ,0.593,0.642,5,-9.894,0,0.0304,0.186,0.0,0.129,0.919,133.281,4,61,174400,1966
5CKHhg31HcYYhwUeeGqvhq,0.687,0.51,10,-8.501,1,0.076,0.745,0.0,0.117,0.666,122.253,4,64,188613,1967
41SnKoDajVqocQRVHmVju5,0.504,0.557,5,-8.885,0,0.0401,0.676,0.00272,0.0819,0.741,128.066,4,28,408346,1990
2pbWkjtGtjkzBdZ95GFINm,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,4,56,307573,1976
2wL88cvKXUOfHuYVd62hji,0.734,0.787,1,-7.358,0,0.0461,0.49,0.0449,0.329,0.757,108.328,4,54,266173,1981
3R1abI6qZDg9d3CI4oLDnf,0.542,0.519,11,-14.059,0,0.513,0.397,0.0116,0.106,0.312,155.185,4,33,366480,1972
6HIrys7ah3L1mIBwkg4Yqe,0.475,0.021,5,-25.163,1,0.0408,0.954,0.00301,0.118,0.203,79.019,4,13,185960,1952
4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,4,71,162493,1967
16XegBhsozta1GH3t5LGSm,0.737,0.208,0,-16.975,0,0.238,0.967,0.336,0.106,0.709,90.297,4,44,140280,1957
256x9YeAKVtVhn2wXW3qXR,0.51,0.0992,5,-19.07,1,0.047,0.933,0.869,0.111,0.131,66.129,4,5,274560,1962
2DREhftHdD8pRmNdSs6nyF,0.574,0.389,2,-9.786,1,0.0295,0.256,0.00072,0.16,0.905,133.661,4,57,128000,1973
1yxJK6q9oymWO3vjbPCYmp,0.759,0.247,4,-19.827,0,0.0521,0.875,0.432,0.0978,0.443,107.601,4,51,289000,1966
0sjxRg1VlYfx4YG7uxurrq,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,67,155026,1965
4Skc87uKf4cHqEYbnr56La,0.477,0.266,6,-17.102,1,0.0485,0.912,0.39,0.111,0.432,149.795,4,31,368000,1967
32vbBnfDsIWGcWpdswQ3xv,0.321,0.586,8,-12.055,1,0.088,0.772,0.0,0.76,0.698,81.435,4,16,302927,1963
6yqbGOlhxaX8iVLkpIoPHd,0.338,0.0541,1,-20.998,1,0.0333,0.677,1.78e-05,0.212,0.0994,134.874,4,6,240506,1990
59BrMMx45o2Q7GtJALMhAQ,0.392,0.683,8,-9.654,1,0.125,0.0639,0.000599,0.392,0.593,115.934,4,41,539360,1993
1xtDmPvNS1Mrv0ekPLFalX,0.551,0.193,5,-19.576,1,0.0739,0.779,0.000504,0.0713,0.482,134.459,4,23,669240,1967
1cQy1XqG7u0sJFzkbJbVUH,0.572,0.461,7,-9.034,1,0.0467,0.192,0.00192,0.127,0.911,95.956,4,41,247176,1999
4MVvSNPOUd2z70vkkNCbLr,0.182,0.261,10,-13.707,1,0.033,0.88,1.03e-05,0.442,0.206,175.779,5,50,134893,1963
0cWPr2PvYTQERq88b4jGXw,0.599,0.703,11,-7.058,1,0.0502,0.442,0.0,0.232,0.887,92.828,4,47,173773,1994
44BmNSqH9uZV5OfIjGcER3,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,4,58,214880,1966
4TL9D8z4NFwMWjQa3lucIG,0.665,0.734,7,-7.23,1,0.0875,0.65,0.0,0.31,0.843,121.646,4,41,164413,1966
1kQoWGnB64fQcjg8TOHT8g,0.569,0.389,11,-12.01,1,0.0767,0.646,0.0,0.402,0.624,107.792,4,40,182226,1982
0jtz7Ia3HahOqXWnKad0rn,0.783,0.543,9,-11.565,1,0.0412,0.303,0.0159,0.0892,0.833,132.035,4,56,223533,1969
2gliw3L0oa4w8LqaHploje,0.498,0.63,6,-5.808,0,0.0276,0.416,0.0,0.238,0.822,169.115,4,63,352920,1979
36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,4,64,201733,1966
2koS4fD3kzizdnzWzyrxyT,0.879,0.495,7,-10.584,0,0.0765,0.538,0.000333,0.0827,0.802,102.652,4,61,313493,1983
4cbO7bZIfQPyHhzhe6S1c9,0.567,0.113,10,-14.037,1,0.0577,0.896,0.294,0.0881,0.228,124.992,4,27,267560,1955
4o8hWdJ5A7lv6lS9Mgqk5S,0.54,0.302,7,-14.53,1,0.0445,0.967,0.833,0.0906,0.642,125.453,4,31,258333,1960
1xXydFs62EqOXFMPizVhn4,0.701,0.393,5,-9.868,1,0.155,0.919,0.384,0.0964,0.791,75.908,4,36,196640,1955
46JKtJ4Ws9VgtUVxFjcDlQ,0.801,0.483,11,-10.615,0,0.0302,0.0367,0.266,0.0715,0.822,110.701,4,39,296866,1972
3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,78,180055,1962
2DPcK58j3Zms6ybVIKSIIY,0.497,0.19,10,-11.957,1,0.0342,0.98,0.908,0.0993,0.349,117.05,4,20,309266,1963
18A1V1vsy5YgHFqb4galTw,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,4,55,330440,1963
0XARqKRaNIdIuRn8KIH449,0.506,0.5,2,-11.493,0,0.0665,0.702,1.68e-06,0.174,0.656,121.521,4,0,195026,1967
0dMd4rilfd6gPbXaLpNYhu,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,4,65,222600,1973
4vLYewWIvqHfKtJDk8c8tq,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,4,62,562640,1959
0hLvSUoHEY3NrShV2ngTj2,0.529,0.152,0,-22.654,1,0.0375,0.972,0.934,0.115,0.159,107.177,3,10,608533,1978
3cijWAljXxxJDco4N2aLQl,0.827,0.516,9,-11.734,1,0.0578,0.255,0.0901,0.0748,0.71,125.101,4,50,310760,1980
2OqRnfC8QqRdcUfVGtidcr,0.488,0.0871,7,-14.736,1,0.0406,0.975,0.634,0.0925,0.181,106.581,4,45,310666,1956
1PakycqvPAaXNCpkbJG7Xa,0.568,0.453,0,-11.794,1,0.037,0.791,0.06,0.101,0.763,122.564,4,21,292400,1956
5E6Z9yOgEvbarWc1MGE1TH,0.893,0.398,6,-11.599,1,0.039,0.462,3.55e-06,0.0773,0.817,112.809,4,28,194973,1990
49FS5WEzPuIBEUqylwZnmX,0.581,0.336,7,-12.103,1,0.0414,0.543,0.0,0.11,0.597,78.394,4,42,151826,1991
2agvDL6NkQfEjGgMbfqQMi,0.639,0.519,5,-11.909,1,0.045,0.363,0.0216,0.117,0.799,111.507,4,31,287173,1997
5hbNSo9Ckl7ku8664sn0Jj,0.335,0.508,5,-11.763,1,0.0473,0.698,0.000382,0.0788,0.767,86.298,4,59,159106,1963
1xicvSO4CJ2ymqYgpk7DFh,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,4,55,342066,1958
0aoQV1TuaTrcpJaMfJ3wgj,0.198,0.432,6,-10.072,1,0.0333,0.667,2.36e-05,0.683,0.736,202.401,4,49,168213,1967
4Pxy5m2m8CIzMAJhMg0feO,0.629,0.699,8,-9.575,1,0.0364,0.00805,8.15e-06,0.158,0.893,118.704,4,41,143240,1991
4t6NQkpUmvpvLDCkl3XuwA,0.656,0.65,0,-11.643,1,0.0574,0.634,0.0147,0.161,0.931,146.268,3,50,157040,1970
2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,4,68,220560,1977
2Ov2aVPLMW0N8SYTeiKyki,0.68,0.473,5,-14.078,1,0.0298,0.41,0.000513,0.0827,0.858,86.236,4,40,310773,1971
0P6fEgTn3cxLLyYTJYoYGj,0.551,0.62,9,-11.464,1,0.0348,0.64,0.00147,0.559,0.834,127.495,4,60,204106,1973
0NDjQezJaEC1KX9TfwEfzf,0.58,0.47,9,-8.787,0,0.168,0.933,0.743,0.098,0.738,202.376,4,56,196626,1970
3e6voG7nvSdgJcIW9MwqOT,0.733,0.22,6,-20.151,1,0.094,0.559,0.524,0.0932,0.703,125.686,4,11,156680,1966
73z20rpc2F1BMJUTbvHmTq,0.511,0.647,9,-11.652,0,0.0707,0.813,0.887,0.0916,0.398,106.282,3,31,259200,1954
6IIcvtmuGpWIasqOpyGlyY,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,4,47,196000,1968
6aL6pPBaTMGgM558mplSnj,0.693,0.687,5,-12.909,1,0.0973,0.575,0.0,0.398,0.699,108.854,4,54,174933,1969
73oghiPL15UQjgckP1xWuA,0.674,0.375,0,-11.914,1,0.0469,0.875,0.574,0.0683,0.342,87.093,4,44,179053,1972
1ZetCeq3ZOSD2k64UNEBqf,0.725,0.181,6,-13.824,0,0.0411,0.947,0.00387,0.111,0.357,111.122,4,52,253173,1972
4ow1XH4hwe3yOGXG2eTTTY,0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,4,51,525613,1961
